sample_id,no_data,clouds,artificial,cultivated,broadleaf,coniferous,herbaceous,natural,snow,water
1,0.0,0.0,0.032867431640625,0.74383544921875,0.0542144775390625,0.0005645751953125,0.16851806640625,0.0,0.0,0.0
2,0.0,0.0,0.0940399169921875,0.7594451904296875,0.025238037109375,0.0003204345703125,0.12054443359375,0.0,0.0,0.0004119873046875
3,0.0,0.0,0.04376220703125,0.5759735107421875,0.061676025390625,0.0010528564453125,0.317535400390625,0.0,0.0,0.0
4,0.0,0.0,0.007537841796875,0.116973876953125,0.448486328125,0.042938232421875,0.3825531005859375,0.0,0.0,0.0015106201171875
5,0.0,0.0,0.022216796875,0.2799072265625,0.4141693115234375,0.0138397216796875,0.26898193359375,0.0,0.0,0.000885009765625
6,0.0,0.0,0.005523681640625,0.3247833251953125,0.5048980712890625,0.0084381103515625,0.1563568115234375,0.0,0.0,0.0
7,0.0,0.0,0.0045013427734375,0.272216796875,0.5993804931640625,0.0041961669921875,0.1197052001953125,0.0,0.0,0.0
8,0.0,0.0,0.0022430419921875,0.1344146728515625,0.6520538330078125,0.0026702880859375,0.2082672119140625,0.0,0.0,0.0003509521484375
9,0.0,0.0,0.003692626953125,0.215789794921875,0.5260009765625,0.00732421875,0.2466888427734375,0.0,0.0,0.0005035400390625
10,0.0,0.0,0.0027618408203125,0.34674072265625,0.500701904296875,0.00579833984375,0.1439971923828125,0.0,0.0,0.0
11,0.0,0.0,0.0016326904296875,0.0988922119140625,0.6417388916015625,0.0086669921875,0.2394866943359375,0.0,0.0,0.00958251953125
12,0.0,0.0,0.0019073486328125,0.1533203125,0.70416259765625,0.0254974365234375,0.113525390625,0.0,0.0,0.0015869140625
13,0.0,0.0,0.003570556640625,0.1531829833984375,0.6322784423828125,0.0464324951171875,0.161834716796875,0.0,0.0,0.0027008056640625
14,0.0,0.0,0.005096435546875,0.0811614990234375,0.750274658203125,0.0304412841796875,0.13238525390625,0.0,0.0,0.000640869140625
15,0.0,0.0,0.010223388671875,0.0959320068359375,0.4588775634765625,0.0287017822265625,0.4052886962890625,0.0,0.0,0.0009765625
16,0.0,0.0,0.0059356689453125,0.167572021484375,0.6030731201171875,0.0283203125,0.19476318359375,0.0,0.0,0.000335693359375
17,0.0,0.0,0.0693817138671875,0.360748291015625,0.25921630859375,0.0167694091796875,0.293487548828125,0.0,0.0,0.000396728515625
18,0.0,0.0,0.0260772705078125,0.224517822265625,0.5232086181640625,0.0263519287109375,0.19964599609375,0.0,0.0,0.0001983642578125
19,0.0,0.0,0.0047149658203125,0.1142578125,0.653961181640625,0.047760009765625,0.179107666015625,0.0,0.0,0.0001983642578125
20,0.0,0.0,0.0169219970703125,0.25897216796875,0.3721923828125,0.031646728515625,0.32025146484375,0.0,0.0,1.52587890625e-05
21,0.0,0.0,0.020355224609375,0.29620361328125,0.404083251953125,0.0551605224609375,0.2241973876953125,0.0,0.0,0.0
22,0.0,0.0,0.0070343017578125,0.3527374267578125,0.383880615234375,0.0472564697265625,0.2090911865234375,0.0,0.0,0.0
23,0.0,0.0,0.0185546875,0.4251861572265625,0.1688995361328125,0.024810791015625,0.362548828125,0.0,0.0,0.0
24,0.0,0.0,0.007781982421875,0.1806182861328125,0.3553466796875,0.0502777099609375,0.405975341796875,0.0,0.0,0.0
25,0.0,0.0,0.008148193359375,0.1233062744140625,0.4866790771484375,0.0812530517578125,0.3006134033203125,0.0,0.0,0.0
26,0.0,0.0,0.0282745361328125,0.192138671875,0.2242431640625,0.0240631103515625,0.5296478271484375,0.0,0.0,0.0016326904296875
27,0.0,0.0,0.016845703125,0.136444091796875,0.4288787841796875,0.0972442626953125,0.320556640625,0.0,0.0,3.0517578125e-05
28,0.0,0.0,0.0058441162109375,0.182037353515625,0.453887939453125,0.14306640625,0.214691162109375,0.0,0.0,0.0004730224609375
29,0.0,0.0,0.0047149658203125,0.0971527099609375,0.4636688232421875,0.1893463134765625,0.2445831298828125,0.0,0.0,0.0005340576171875
30,0.0,0.0,0.0016632080078125,0.0545196533203125,0.49609375,0.332183837890625,0.115509033203125,0.0,0.0,3.0517578125e-05
31,0.0,0.0,0.00384521484375,0.0589447021484375,0.472625732421875,0.309539794921875,0.1548004150390625,0.0,0.0,0.000244140625
32,0.0,0.0,0.0068206787109375,0.444366455078125,0.192840576171875,0.0148773193359375,0.338623046875,0.0,0.0,0.002471923828125
33,0.0,0.0,0.007232666015625,0.552734375,0.1712188720703125,0.0347900390625,0.2328338623046875,0.0,0.0,0.001190185546875
34,0.0,0.0,0.0043792724609375,0.330657958984375,0.3868408203125,0.0499267578125,0.2281951904296875,0.0,0.0,0.0
35,0.0,0.0,0.0077972412109375,0.5860595703125,0.168548583984375,0.037445068359375,0.1982421875,0.0,0.0,0.0019073486328125
36,0.0,0.0,0.015716552734375,0.6062164306640625,0.119537353515625,0.01434326171875,0.2441864013671875,0.0,0.0,0.0
37,0.0,0.0,0.0230712890625,0.2429656982421875,0.3208465576171875,0.013946533203125,0.3961181640625,0.0,0.0,0.0030517578125
38,0.0,0.0,0.027801513671875,0.6623687744140625,0.0614166259765625,0.0058135986328125,0.23638916015625,0.0,0.0,0.0062103271484375
39,0.0,0.0,0.0093536376953125,0.72198486328125,0.037628173828125,0.0016632080078125,0.229217529296875,0.0,0.0,0.000152587890625
40,0.0,0.0,0.0043792724609375,0.67755126953125,0.1241607666015625,0.0127410888671875,0.1811370849609375,0.0,0.0,3.0517578125e-05
41,0.0,0.0,0.00628662109375,0.6013031005859375,0.1389923095703125,0.0120391845703125,0.2411956787109375,0.0,0.0,0.00018310546875
42,0.0,0.0,0.0134429931640625,0.66131591796875,0.13818359375,0.0131072998046875,0.1733856201171875,0.0,0.0,0.0005645751953125
43,0.0,0.0,0.019195556640625,0.612762451171875,0.1295166015625,0.0077667236328125,0.23046875,0.0,0.0,0.0002899169921875
44,0.0,0.0,0.042449951171875,0.6026153564453125,0.061676025390625,0.0071563720703125,0.2826690673828125,0.0,0.0,0.0034332275390625
45,0.0,0.0,0.0074920654296875,0.6576995849609375,0.08209228515625,0.001220703125,0.250946044921875,0.0,0.0,0.00054931640625
46,0.0,0.0,0.0006103515625,0.2856903076171875,0.5878753662109375,0.0030364990234375,0.1227874755859375,0.0,0.0,0.0
47,0.0,0.0,0.0302581787109375,0.1698455810546875,0.5630645751953125,0.0013427734375,0.2354888916015625,0.0,0.0,0.0
48,0.0,0.0,0.010711669921875,0.2533416748046875,0.310546875,0.022613525390625,0.3960113525390625,0.0,0.0,0.00677490234375
49,0.0,0.0,0.0336761474609375,0.34173583984375,0.324371337890625,0.0015869140625,0.29754638671875,0.0,0.0,0.0010833740234375
50,0.0,0.0,0.023223876953125,0.4322052001953125,0.2773284912109375,0.008819580078125,0.256500244140625,0.0,0.0,0.001922607421875
51,0.0,0.0,0.004608154296875,0.3254852294921875,0.4085235595703125,0.00482177734375,0.2558135986328125,0.0,0.0,0.0007476806640625
52,0.0,0.0,0.006927490234375,0.271453857421875,0.420684814453125,0.0046539306640625,0.2928314208984375,0.0,0.0,0.003448486328125
